game,top_b_champ,jgl_b_champ,mid_b_champ,mid_b_dmgtaken,adc_b_champ,supp_b_champ,supp_b_vs,b_win,top_r_champ,jgl_r_champ,mid_r_champ,mid_r_dmgtaken,adc_r_champ,supp_r_champ,supp_r_vs,r_win
EUW1_6337283868,Riven,Nocturne,Galio,31208.0,Karthus,Senna,61.0,False,Renekton,Zed,Katarina,34102.0,Jinx,Milio,63.0,True
EUW1_6336708855,Yasuo,Kassadin,Chogath,53853.0,Samira,MissFortune,0.0,True,Morgana,Caitlyn,TwistedFate,37736.0,Xayah,Nunu,0.0,False
EUW1_6336519450,XinZhao,Kindred,DrMundo,14979.0,Jinx,Lulu,40.0,True,Karma,Yone,Veigar,20105.0,Kaisa,Milio,28.0,False
EUW1_6335098812,Azir,Karma,Jayce,22043.0,Lillia,Milio,0.0,True,Graves,Hecarim,Draven,28052.0,TwistedFate,Jinx,0.0,False
EUW1_6334807632,Gwen,Viego,Vladimir,41078.0,Vayne,Milio,93.0,True,Akali,Graves,Jayce,35954.0,Jinx,Karma,78.0,False
EUW1_6334705205,Kennen,Udyr,Talon,23738.0,Ashe,Janna,82.0,False,Sylas,LeeSin,Karma,27622.0,MissFortune,Pyke,98.0,True
EUW1_6334646339,Gragas,Viego,Syndra,8238.0,Jhin,Karma,27.0,False,Aatrox,Nunu,Jayce,10010.0,Nilah,Soraka,33.0,True
EUW1_6334466600,Riven,Rengar,Ahri,16916.0,Draven,Lulu,53.0,True,Fiora,Kayn,Ryze,23598.0,Lucian,Nami,46.0,False
EUW1_6334405225,Akshan,AurelionSol,Amumu,12315.0,Jinx,Maokai,12.0,True,Quinn,Viego,Veigar,7478.0,Aphelios,Milio,15.0,False
EUW1_6333878104,Rengar,Aphelios,Soraka,7607.0,Viktor,Riven,12.0,False,Lux,Viego,Yasuo,9260.0,Rell,Mordekaiser,6.0,True
EUW1_6333874788,Sion,Gragas,Yasuo,23714.0,Swain,Seraphine,51.0,True,Yorick,Hecarim,Soraka,25340.0,Draven,Karma,53.0,False
EUW1_6333868509,Diana,Jhin,Vayne,33195.0,Quinn,Karma,0.0,True,Malphite,Yasuo,Sona,31550.0,Jinx,Gangplank,0.0,False
EUW1_6333849865,Shen,LeeSin,Yone,21031.0,Caitlyn,Milio,59.0,False,Mordekaiser,Viego,Zed,17371.0,Kaisa,Rell,54.0,True
EUW1_6333560105,Teemo,Rengar,Veigar,1158.0,Ezreal,Zoe,3.0,True,Rumble,Qiyana,Annie,447.0,Graves,Twitch,1.0,False
EUW1_6333536489,Elise,Ashe,Yasuo,0.0,Seraphine,Jayce,0.0,True,Chogath,Gangplank,Senna,0.0,Yone,Veigar,0.0,False
EUW1_6333413377,Garen,Hecarim,AurelionSol,25779.0,Kaisa,Karma,88.0,True,Jax,Viego,Kassadin,37254.0,Lucian,Seraphine,65.0,False
EUW1_6332897069,Jayce,LeeSin,Leblanc,21135.0,Zeri,Karma,51.0,False,Gnar,Gragas,KogMaw,13684.0,Kalista,Poppy,80.0,True
EUW1_6332819354,Malphite,Diana,Yasuo,18066.0,Jinx,Renata,67.0,False,Irelia,Karthus,AurelionSol,12403.0,Twitch,Annie,73.0,True
EUW1_6332778729,Jax,Olaf,Yuumi,2915.0,Zeri,Orianna,9.0,True,KSante,MonkeyKing,Xayah,10155.0,Ahri,Rakan,29.0,False
EUW1_6332720865,KSante,Nidalee,Qiyana,6950.0,Draven,Thresh,14.0,False,Darius,Maokai,Sylas,9191.0,Lucian,Nami,10.0,True
EUW1_6332051286,Camille,Gragas,Yasuo,12959.0,Jinx,Annie,51.0,True,Darius,Evelynn,Jayce,12986.0,Kaisa,Pyke,54.0,False
EUW1_6331719164,Akshan,Rengar,Galio,14917.0,Jhin,Rakan,55.0,True,Kennen,Graves,Tryndamere,25503.0,Varus,Pyke,59.0,False
EUW1_6331666583,Camille,Rengar,Akali,7801.0,Ezreal,Karma,19.0,True,Poppy,Talon,Seraphine,7782.0,Jinx,Nami,10.0,False
EUW1_6331132223,Chogath,Sylas,Qiyana,10406.0,Jinx,Karma,18.0,False,Kennen,Rengar,Taliyah,2966.0,Zeri,Renata,29.0,True
EUW1_6331074684,Yone,Viego,Viktor,20882.0,Ezreal,Janna,68.0,True,Kled,LeeSin,Velkoz,20286.0,Jinx,Karma,54.0,False
EUW1_6330499396,Skarner,Talon,Vex,36592.0,Xayah,JarvanIV,85.0,False,Urgot,Rengar,Xerath,29605.0,Jinx,Lulu,76.0,True
EUW1_6329354210,KSante,Gragas,Orianna,9935.0,Xayah,Annie,22.0,False,Garen,Evelynn,Tristana,6916.0,Samira,Nautilus,29.0,True
EUW1_6328086227,Kayle,Olaf,Taliyah,15334.0,Varus,Rakan,35.0,False,Garen,MonkeyKing,Viktor,9624.0,Draven,Janna,37.0,True
EUW1_6328003479,Jax,JarvanIV,Zoe,19930.0,Caitlyn,Senna,75.0,True,Rengar,LeeSin,Viktor,20031.0,Jhin,Sylas,33.0,False
EUW1_6327811585,Aatrox,Nunu,Akali,24054.0,Sivir,Senna,89.0,False,AurelionSol,Rengar,Yasuo,21949.0,Xayah,Rakan,62.0,True
EUW1_6344841092,KSante,LeeSin,AurelionSol,16279.0,Zeri,Bard,121.0,True,Olaf,Evelynn,Yasuo,17647.0,Twitch,Rakan,79.0,False
EUW1_6339567992,Aatrox,Lillia,Kassadin,55932.0,Jinx,Yuumi,41.0,True,Yasuo,Khazix,Tristana,37437.0,Kaisa,Heimerdinger,51.0,False
EUW1_6339394370,Renekton,Zed,Sylas,42933.0,Sivir,Annie,80.0,True,Jayce,MonkeyKing,Lissandra,28743.0,Jinx,Thresh,86.0,False
EUW1_6339310955,Irelia,Kayn,Ahri,31617.0,Renata,Veigar,42.0,False,Renekton,Vi,Syndra,24817.0,Karthus,Nami,76.0,True
EUW1_6339247118,Gragas,MonkeyKing,Yone,23446.0,Heimerdinger,Karma,58.0,False,Renekton,Vi,Ahri,16101.0,Jinx,Renata,66.0,True
EUW1_6339157869,KSante,Kindred,Teemo,20527.0,Veigar,Nautilus,44.0,False,Olaf,Vi,Ahri,15224.0,Jinx,Milio,52.0,True
EUW1_6338036381,Kennen,LeeSin,Tristana,20663.0,Varus,Nautilus,55.0,True,Olaf,Nunu,Cassiopeia,22229.0,Lucian,Nami,55.0,False
EUW1_6337985454,Swain,LeeSin,Leblanc,22600.0,Aphelios,Janna,64.0,True,Olaf,XinZhao,Lissandra,25294.0,Ezreal,Zilean,68.0,False
EUW1_6336656084,Sion,LeeSin,Vex,28426.0,Kalista,Nautilus,88.0,True,Malphite,XinZhao,Leblanc,23570.0,Kaisa,Annie,76.0,False
EUW1_6336634511,Malphite,FiddleSticks,Tristana,7035.0,Xayah,Rakan,4.0,False,Olaf,Belveth,Orianna,5584.0,Zeri,Morgana,17.0,True
EUW1_6336597663,Olaf,Karma,Zac,42568.0,Ezreal,Heimerdinger,84.0,True,Kled,Viego,Karthus,19281.0,Syndra,Thresh,43.0,False
EUW1_6336555444,Jax,Kindred,Kennen,24164.0,Lucian,Nami,45.0,False,Leblanc,Talon,Zeri,16826.0,Katarina,Nautilus,60.0,True
EUW1_6336507215,Ryze,RekSai,Orianna,20023.0,Jinx,TahmKench,72.0,False,Aatrox,Aphelios,Kennen,23134.0,Karthus,Thresh,89.0,True
EUW1_6336230929,Kennen,LeeSin,Annie,16911.0,Xayah,Rakan,100.0,False,KSante,Zac,Tristana,25760.0,Jinx,Thresh,106.0,True
EUW1_6336162565,Kennen,Viego,Jayce,19739.0,Jinx,Blitzcrank,65.0,False,Sion,LeeSin,Rumble,21916.0,Varus,Ashe,95.0,True
EUW1_6336089500,Akali,Sett,Taliyah,6644.0,Soraka,Nautilus,18.0,True,Shaco,Darius,Viktor,9225.0,Vayne,Milio,3.0,False
EUW1_6333804788,Sion,LeeSin,Gangplank,17725.0,Ezreal,Anivia,22.0,False,Malphite,Zed,Leblanc,10966.0,Samira,Alistar,25.0,True
EUW1_6333767879,Yone,Diana,Syndra,23151.0,Ezreal,Amumu,69.0,False,Rumble,Singed,Irelia,39689.0,Samira,Nautilus,80.0,True
EUW1_6333209921,JarvanIV,Diana,Lux,3339.0,Kalista,Nautilus,8.0,False,Akshan,Warwick,Kennen,6379.0,Ezreal,Milio,22.0,True
EUW1_6332075061,Kennen,LeeSin,Ahri,18858.0,Jinx,Lulu,42.0,False,Malphite,JarvanIV,Fizz,16276.0,Zeri,Yuumi,33.0,True
EUW1_6329704365,Olaf,Karthus,Talon,17170.0,Xayah,Thresh,38.0,True,Vayne,Skarner,Akali,21171.0,Tristana,Belveth,54.0,False
EUW1_6328967416,Kayle,Nunu,Katarina,17977.0,Zeri,Milio,31.0,True,Skarner,MonkeyKing,Ekko,24809.0,Jinx,Senna,53.0,False
EUW1_6328637134,Kennen,LeeSin,Ahri,18043.0,Jinx,Thresh,73.0,True,Yorick,MonkeyKing,Syndra,11973.0,Zeri,Rakan,107.0,False
EUW1_6328473533,Kennen,Viego,Taliyah,20643.0,Kalista,Rakan,176.0,True,Ryze,Gragas,Karma,18138.0,Aphelios,Thresh,104.0,False
EUW1_6328380222,Kennen,LeeSin,Syndra,17566.0,Kaisa,Pyke,69.0,False,Malphite,Cassiopeia,MonkeyKing,32386.0,Jinx,Thresh,82.0,True
EUW1_6328279896,Riven,Nunu,KSante,24845.0,Ezreal,Milio,40.0,True,Jayce,Viego,Zed,23378.0,Chogath,Senna,73.0,False
EUW1_6328216266,Warwick,Udyr,Yone,18219.0,Zeri,Sona,18.0,False,Kennen,JarvanIV,Cassiopeia,13168.0,Twitch,Milio,32.0,True
EUW1_6328160697,Renekton,Mordekaiser,MonkeyKing,14320.0,Vayne,Milio,33.0,True,Olaf,Udyr,Yasuo,6316.0,Zeri,Sona,21.0,False
EUW1_6327152186,Viego,Lillia,Zed,14831.0,Jinx,Milio,58.0,False,Ornn,Ekko,Veigar,15098.0,Aphelios,Swain,37.0,True
EUW1_6327059499,Yorick,MasterYi,Warwick,37041.0,Caitlyn,Heimerdinger,100.0,False,Kennen,Olaf,Rakan,21118.0,Aphelios,Leblanc,42.0,True
EUW1_6326976703,Kled,Gragas,Tristana,13537.0,Jinx,Ashe,28.0,False,Olaf,Elise,Jayce,15153.0,Caitlyn,Lux,55.0,True
EUW1_6325045353,Tryndamere,Lillia,Qiyana,16835.0,Ezreal,Rakan,55.0,False,Olaf,FiddleSticks,Jayce,14494.0,Samira,Galio,61.0,True
EUW1_6324452152,KSante,Nidalee,AurelionSol,23883.0,Vayne,Bard,89.0,False,Kennen,MonkeyKing,Taliyah,25756.0,Kaisa,Maokai,109.0,True
EUW1_6324421857,Kennen,Kayn,Leblanc,17640.0,Xayah,Renata,55.0,True,Jayce,Viego,Akali,30814.0,Nilah,Rakan,47.0,False
EUW1_6346539697,Jax,Viego,Lissandra,17809.0,Seraphine,Nautilus,72.0,True,Vladimir,Kayn,Cassiopeia,29703.0,Xayah,Rakan,82.0,False
EUW1_6346468313,Kennen,Udyr,Pantheon,16471.0,Aphelios,Thresh,38.0,True,Olaf,Diana,Tristana,15137.0,Jinx,Senna,48.0,False
EUW1_6346087866,Sion,Kayn,Sylas,35696.0,Ashe,Rakan,82.0,True,Sett,Gragas,Pyke,29733.0,Kaisa,Nautilus,65.0,False
EUW1_6346045261,KSante,XinZhao,Syndra,14220.0,Xayah,Taric,82.0,False,Malphite,JarvanIV,AurelionSol,13229.0,Vayne,Nami,54.0,True
EUW1_6346022301,Jax,Vi,Jayce,9634.0,Taliyah,Leona,27.0,True,Urgot,Kayn,Sylas,13132.0,Xayah,Rakan,19.0,False
EUW1_6345985178,Pantheon,Olaf,Rumble,17073.0,Jinx,Janna,33.0,False,Kled,Nunu,Mordekaiser,19173.0,Xayah,Nautilus,48.0,True
EUW1_6345950921,Gnar,Kayn,Mordekaiser,32409.0,Jinx,Lulu,88.0,True,Katarina,Viego,Ahri,22885.0,Xayah,Rell,75.0,False
EUW1_6345927782,Zed,Viego,Leblanc,8813.0,Xayah,Rakan,43.0,True,Renekton,Kayn,Syndra,8629.0,Seraphine,Senna,21.0,False
EUW1_6345896411,Kennen,Vi,Leblanc,8628.0,Aphelios,Rell,28.0,True,Hecarim,Zac,Ekko,16735.0,Samira,Nautilus,17.0,False
EUW1_6345875800,Jax,Zac,Yone,17027.0,Jinx,Mordekaiser,58.0,False,Olaf,Nunu,Ekko,19424.0,Xayah,Nautilus,47.0,True
EUW1_6345291080,Evelynn,Graves,MonkeyKing,30987.0,Caitlyn,LeeSin,0.0,True,Darius,Twitch,Annie,26790.0,Riven,TwistedFate,0.0,False
EUW1_6345227819,MissFortune,Urgot,Thresh,73888.0,Vex,Lulu,0.0,True,Renekton,Amumu,Darius,95007.0,Lillia,MonkeyKing,0.0,False
EUW1_6345184711,Amumu,Viktor,Milio,21075.0,Warwick,Jinx,0.0,False,Singed,Lissandra,Pyke,18181.0,Katarina,TwistedFate,0.0,True
EUW1_6344636652,Kayn,JarvanIV,Veigar,19024.0,Zeri,Blitzcrank,87.0,True,Garen,Rumble,Anivia,24213.0,Jinx,Senna,45.0,False
EUW1_6344605011,Fiora,Hecarim,Leblanc,10985.0,Jinx,Soraka,31.0,False,Kayn,Udyr,Ornn,11804.0,Xayah,Senna,22.0,True
EUW1_6344524429,Aatrox,Kayn,Nautilus,20645.0,Samira,Jhin,8.0,False,Riven,Gwen,Akshan,17021.0,Xayah,Alistar,59.0,True
EUW1_6344504172,Aatrox,Kayn,Vex,6593.0,Aphelios,Thresh,21.0,True,Gnar,Nidalee,Veigar,9549.0,Jinx,Blitzcrank,14.0,False
EUW1_6344480888,Riven,Kayn,Kaisa,18375.0,Annie,Blitzcrank,39.0,True,Aatrox,Vi,Ahri,23227.0,Zeri,Senna,44.0,False
EUW1_6344032026,Zeri,Tristana,Karma,17226.0,Ekko,Nautilus,0.0,False,Lulu,Thresh,MonkeyKing,30426.0,Karthus,Veigar,0.0,True
EUW1_6343990034,Ziggs,Anivia,Nocturne,31838.0,Tristana,XinZhao,0.0,False,Yone,FiddleSticks,Quinn,17622.0,Veigar,Kaisa,0.0,True
EUW1_6343540417,Malphite,Belveth,Mordekaiser,18899.0,Kaisa,Karma,53.0,True,Sylas,Sejuani,Pantheon,18839.0,TahmKench,Senna,54.0,False
EUW1_6343415519,Malphite,Sejuani,Ekko,27237.0,Zeri,Karma,53.0,True,Gwen,Vi,Azir,19378.0,Lucian,Nami,47.0,False
EUW1_6343277997,Malphite,Gragas,Yasuo,10565.0,Jinx,Thresh,23.0,True,Gwen,Braum,JarvanIV,20876.0,Cassiopeia,Twitch,9.0,False
EUW1_6342169295,Singed,Sivir,Ashe,17845.0,Vayne,Brand,0.0,True,Sejuani,Braum,Veigar,23595.0,Samira,Vi,0.0,False
EUW1_6341760762,Ornn,Kayn,Leblanc,22973.0,Zeri,Karma,85.0,True,Gnar,JarvanIV,Lissandra,27798.0,Varus,Nautilus,103.0,False
EUW1_6341658885,Malphite,Viego,Ahri,14512.0,Jinx,Nautilus,48.0,False,Sion,XinZhao,Lissandra,12660.0,Aphelios,Thresh,47.0,True
EUW1_6341562217,KSante,LeeSin,Zoe,13577.0,Jinx,Nautilus,38.0,False,Jayce,Kayn,Veigar,4937.0,Zeri,Rakan,51.0,True
EUW1_6341547849,Irelia,Viego,Cassiopeia,1773.0,Jinx,Annie,3.0,False,Rumble,Kayn,Orianna,1385.0,Xayah,Thresh,3.0,True
EUW1_6341497433,Irelia,MonkeyKing,Vladimir,14642.0,Jinx,Milio,23.0,True,Kayn,Chogath,Sylas,16286.0,Aphelios,Senna,14.0,False
EUW1_6340854051,Teemo,Karma,MasterYi,43761.0,Heimerdinger,Riven,44.0,False,Pantheon,FiddleSticks,Kayn,44322.0,Zeri,Yuumi,55.0,True
EUW1_6340743182,Karma,Udyr,Irelia,35539.0,Ezreal,Shaco,26.0,False,Illaoi,Kayn,Zoe,18081.0,Sivir,Nautilus,84.0,True
EUW1_6340676315,Rengar,Maokai,Tristana,14207.0,Zeri,Annie,67.0,True,Riven,Kayn,AurelionSol,13947.0,Aphelios,Rakan,61.0,False
EUW1_6340614352,Fiora,Elise,Fizz,14486.0,Varus,Pyke,27.0,False,Malphite,Viego,Zac,22336.0,Zeri,Nautilus,47.0,True
EUW1_6340550772,Fiora,MonkeyKing,AurelionSol,23358.0,Aphelios,Milio,66.0,True,Irelia,Kayn,Fizz,18561.0,Kaisa,Pyke,70.0,False
EUW1_6340469992,Pantheon,Kayn,Galio,18525.0,Karthus,Pyke,112.0,True,JarvanIV,Tristana,Leblanc,27868.0,LeeSin,Annie,87.0,False
EUW1_6340402389,Jax,LeeSin,Ahri,15982.0,Xayah,Renata,53.0,False,Malphite,Kayn,Zoe,11934.0,Zeri,Janna,66.0,True
EUW1_6339921211,Malphite,Kayn,Leblanc,10422.0,Jinx,Nautilus,67.0,False,Kennen,LeeSin,Jayce,15112.0,Xayah,Milio,47.0,True
EUW1_6339884637,Fiora,Talon,Karthus,17594.0,Xayah,Annie,69.0,True,Riven,Kayn,Leblanc,25982.0,Zeri,Lulu,41.0,False
EUW1_6339831763,KSante,Kayn,Galio,46560.0,Kaisa,Pyke,136.0,True,Jax,LeeSin,Syndra,24740.0,Twitch,Nautilus,95.0,False
EUW1_6346501163,Camille,MonkeyKing,Jinx,15709.0,Viktor,Thresh,35.0,False,Yone,Diana,Akshan,12843.0,Ezreal,Lulu,50.0,True
EUW1_6346438961,Yone,Irelia,Xayah,10116.0,Lillia,Blitzcrank,29.0,True,Illaoi,Hecarim,Fizz,11681.0,Veigar,Zilean,42.0,False
EUW1_6346386861,Kennen,RekSai,Galio,16195.0,Xayah,Rakan,21.0,False,Yasuo,Diana,Yone,17742.0,Zeri,Milio,40.0,True
EUW1_6346252274,Sion,Viego,Vex,7797.0,Tristana,Alistar,21.0,True,Camille,Evelynn,Irelia,9518.0,Ezreal,Nautilus,5.0,False
EUW1_6346186109,Gangplank,Nasus,Akali,37542.0,Kaisa,Senna,90.0,False,Malphite,Evelynn,Irelia,57284.0,Sivir,Yuumi,68.0,True
EUW1_6346143915,Sett,Ekko,Qiyana,17917.0,Aphelios,Janna,61.0,False,Camille,Evelynn,Irelia,29806.0,Vayne,Nami,57.0,True
EUW1_6346094196,DrMundo,Diana,Yasuo,34479.0,Twitch,Yuumi,45.0,False,Teemo,Lillia,Talon,28638.0,Ezreal,Nami,84.0,True
EUW1_6346022491,Mordekaiser,Shaco,Rumble,15417.0,Senna,Yuumi,33.0,True,Camille,Diana,Irelia,27847.0,Samira,Gragas,35.0,False
EUW1_6345986629,Aatrox,Khazix,Pantheon,18454.0,Xerath,Nami,21.0,False,Irelia,Diana,Akali,23470.0,Lucian,Senna,36.0,True
EUW1_6345944501,Olaf,Lillia,Yuumi,3773.0,Kaisa,Lissandra,48.0,True,Yone,FiddleSticks,Irelia,35780.0,Caitlyn,Nami,82.0,False
EUW1_6345905275,Urgot,Sejuani,Orianna,4362.0,Yasuo,Senna,29.0,False,Irelia,Diana,Ryze,10211.0,Samira,Leona,24.0,True
EUW1_6345870529,Sett,Shyvana,Talon,45052.0,Caitlyn,Milio,83.0,False,Yone,Shaco,Irelia,41802.0,Ziggs,Annie,98.0,True
EUW1_6344897959,Aatrox,Ekko,Yasuo,13615.0,Jinx,TahmKench,36.0,False,Jax,Vi,Akali,11121.0,Zeri,Bard,67.0,True
EUW1_6344774048,Akshan,Diana,Yasuo,8437.0,MissFortune,Nautilus,33.0,True,Nilah,Evelynn,Malphite,14102.0,Yone,Annie,36.0,False
EUW1_6343434876,Fiora,Karthus,Ziggs,11111.0,Samira,Soraka,57.0,True,Akali,Viktor,Yasuo,24298.0,Nautilus,Irelia,10.0,False
EUW1_6343369801,Yone,Hecarim,Akali,29059.0,Twitch,Rakan,76.0,True,Tryndamere,Ekko,Neeko,19645.0,Ezreal,Annie,77.0,False
EUW1_6343304788,Gnar,JarvanIV,AurelionSol,27260.0,Ziggs,Bard,67.0,False,Gangplank,Sylas,Irelia,39800.0,Xayah,Rakan,44.0,True
EUW1_6343185136,Malphite,Taliyah,Ahri,22968.0,Draven,Rell,79.0,False,Sylas,JarvanIV,Irelia,37383.0,Sivir,Blitzcrank,74.0,True
EUW1_6343131119,Milio,Gragas,Tryndamere,22566.0,Jinx,Shen,9.0,False,Sion,Viego,Draven,9259.0,Irelia,Seraphine,38.0,True
EUW1_6343091553,Irelia,LeeSin,Katarina,14727.0,Xayah,Lux,39.0,False,Sett,MasterYi,Zeri,10477.0,Akali,Leona,21.0,True
EUW1_6338739675,Sion,MonkeyKing,Akali,29086.0,Aphelios,Velkoz,100.0,False,Swain,Gragas,Yasuo,17759.0,KogMaw,Lulu,96.0,True
EUW1_6335282384,Alistar,Jax,Ashe,19223.0,Veigar,Ezreal,0.0,False,Aphelios,Shyvana,Ivern,9765.0,Twitch,JarvanIV,0.0,True
EUW1_6335283566,Jax,Elise,Yone,25935.0,AurelionSol,Qiyana,0.0,True,Skarner,Nidalee,Mordekaiser,48298.0,Ezreal,Nunu,0.0,False
EUW1_6335271191,Graves,Bard,Fiora,245.0,Kaisa,Xerath,0.0,True,Leblanc,Thresh,Lux,0.0,Sett,Qiyana,0.0,False
EUW1_6335265550,TwistedFate,LeeSin,Karma,21708.0,Kassadin,Pyke,0.0,True,Morgana,Gragas,Nilah,40603.0,XinZhao,Malphite,0.0,False
EUW1_6335252495,Gnar,MissFortune,Akshan,34120.0,Milio,Annie,0.0,True,Gangplank,Syndra,Leona,46993.0,Vladimir,Ezreal,0.0,False
EUW1_6335227307,Ezreal,Malzahar,Sivir,18284.0,MasterYi,Qiyana,0.0,False,Caitlyn,MissFortune,Poppy,40342.0,Yone,Janna,0.0,True
EUW1_6335222497,Ziggs,Diana,Vi,18881.0,Senna,Ekko,0.0,True,Milio,FiddleSticks,Sett,53601.0,Karma,Irelia,0.0,False
EUW1_6335196170,Corki,Taric,Kalista,24444.0,Caitlyn,Braum,0.0,True,LeeSin,Syndra,Lux,16735.0,Viktor,Fizz,0.0,False
EUW1_6335183575,Orianna,AurelionSol,Fizz,21801.0,TwistedFate,Azir,0.0,False,Thresh,Akshan,Blitzcrank,33518.0,Caitlyn,Khazix,0.0,True
EUW1_6335147936,Graves,Samira,Xerath,28335.0,Ahri,Malphite,0.0,True,Thresh,AurelionSol,Jax,49424.0,Akali,Annie,0.0,False
EUW1_6335123129,Vayne,Milio,Yone,17345.0,Twitch,KSante,0.0,False,Draven,Jinx,Fiora,14947.0,Kindred,Brand,0.0,True
EUW1_6335094619,Amumu,Thresh,Lux,16541.0,Camille,MasterYi,0.0,False,Nami,Twitch,Chogath,33106.0,Evelynn,Karma,0.0,True
EUW1_6335065996,KogMaw,Kindred,Alistar,29010.0,Jax,AurelionSol,0.0,False,Gangplank,Khazix,DrMundo,14457.0,MissFortune,Kayle,0.0,True
EUW1_6335029460,Vayne,XinZhao,Rell,44729.0,Akali,Fiora,0.0,False,Swain,Graves,Vex,26226.0,Brand,Zeri,0.0,True
EUW1_6334987117,Lucian,Fizz,Nidalee,12291.0,Bard,Gangplank,0.0,True,Blitzcrank,Kaisa,Nautilus,16783.0,Katarina,Anivia,0.0,False
EUW1_6338496725,Riven,Gragas,Ryze,15010.0,Varus,Zilean,38.0,False,Renekton,Galio,LeeSin,23206.0,Jinx,Thresh,50.0,True
EUW1_6338416226,Jayce,LeeSin,Cassiopeia,32436.0,Ashe,Milio,76.0,False,Renekton,Vi,Jinx,11653.0,Orianna,Rakan,86.0,True
EUW1_6338361432,Garen,Kindred,Zoe,19689.0,Senna,Rakan,110.0,True,Jax,MonkeyKing,Syndra,31460.0,Aphelios,Renata,95.0,False
EUW1_6331249804,Riven,Vi,Akali,23778.0,Lucian,Milio,71.0,True,Kennen,JarvanIV,Syndra,18818.0,Twitch,Rakan,65.0,False
EUW1_6331197974,Gragas,Viego,Leblanc,13776.0,Jinx,Zilean,39.0,False,Olaf,LeeSin,Ahri,11395.0,Aphelios,Thresh,51.0,True
EUW1_6331122731,Gragas,Nidalee,Irelia,32380.0,Xayah,Nautilus,68.0,False,Riven,Viego,Veigar,23247.0,Kaisa,Rakan,123.0,True
EUW1_6331053779,Camille,Vi,Syndra,22613.0,Xayah,Rakan,80.0,False,Kled,Viego,Orianna,24282.0,Zeri,Senna,91.0,True
EUW1_6330996735,Olaf,LeeSin,Lux,11795.0,Xayah,Rakan,98.0,True,Gnar,Vi,Cassiopeia,23759.0,Zeri,Zilean,64.0,False
EUW1_6330903546,Aatrox,Nidalee,Annie,32056.0,Varus,Milio,94.0,False,Irelia,LeeSin,Ezreal,26929.0,Syndra,Rakan,135.0,True
EUW1_6329393206,KSante,MonkeyKing,Syndra,16145.0,Ashe,Pyke,149.0,True,Olaf,Viego,KogMaw,15720.0,Jinx,Thresh,55.0,False
EUW1_6329346875,Gnar,Kayn,Sylas,37007.0,Kaisa,Rakan,87.0,True,Jayce,LeeSin,Katarina,33750.0,Sivir,Sona,88.0,False
EUW1_6329316564,Olaf,Evelynn,Vex,6767.0,Samira,Rakan,48.0,True,Akali,MonkeyKing,Katarina,14534.0,Kaisa,Rell,38.0,False
EUW1_6329276044,Camille,LeeSin,Ahri,20998.0,Ashe,Swain,61.0,False,Ornn,Talon,Ryze,22129.0,Aphelios,Rakan,92.0,True
EUW1_6328805219,Kennen,MonkeyKing,Leblanc,10852.0,Draven,Milio,42.0,False,Singed,Vi,Vladimir,7245.0,Xayah,Rakan,41.0,True
EUW1_6328727047,Poppy,Gragas,Yasuo,15073.0,Jinx,Braum,47.0,True,Kennen,LeeSin,Qiyana,12244.0,Aphelios,Thresh,41.0,False
EUW1_6328660392,Kled,Nocturne,Galio,12470.0,Zeri,Rakan,54.0,True,Malphite,Viego,Akali,21015.0,Vayne,Annie,43.0,False
EUW1_6328588019,Kled,Belveth,Veigar,4411.0,Vayne,Thresh,15.0,False,Rengar,FiddleSticks,Pantheon,4812.0,Xayah,Rakan,18.0,True
EUW1_6325223118,Kled,Mordekaiser,Zoe,15088.0,Draven,Thresh,56.0,False,Gangplank,Viego,Viktor,16620.0,Varus,Twitch,53.0,True
EUW1_6325170351,Kennen,MonkeyKing,Taliyah,7619.0,Xayah,Rakan,39.0,True,Sett,Sejuani,Chogath,25405.0,Zeri,Lulu,51.0,False
EUW1_6325008323,Olaf,JarvanIV,Vex,4356.0,Xayah,Rakan,36.0,True,FiddleSticks,Malphite,Tristana,8599.0,Zeri,Rell,12.0,False
EUW1_6324958139,Ornn,LeeSin,Annie,15919.0,Xayah,Leona,55.0,True,Darius,Viego,Cassiopeia,20809.0,Jinx,Rakan,66.0,False
EUW1_6324920025,Akshan,Vi,Cassiopeia,17123.0,Xayah,Rakan,72.0,False,Sion,Gragas,Veigar,9065.0,Kaisa,Pyke,100.0,True
EUW1_6324883759,Chogath,Rengar,KSante,25489.0,MissFortune,Annie,77.0,True,Yone,LeeSin,Vex,17059.0,Jinx,Thresh,57.0,False
EUW1_6324848313,Zed,Viktor,Karma,13691.0,Amumu,Galio,31.0,False,Warwick,LeeSin,Chogath,22156.0,Yasuo,Rakan,65.0,True
EUW1_6323625840,KSante,Udyr,Katarina,27327.0,Xayah,Rakan,78.0,True,Irelia,Rumble,Ahri,21464.0,Jinx,Thresh,53.0,False
EUW1_6323589979,Olaf,Karthus,Tryndamere,16030.0,Jinx,Rakan,20.0,False,Fiora,Ivern,Syndra,7835.0,Varus,Thresh,25.0,True
EUW1_6323545642,Sion,Belveth,Zoe,19871.0,Lucian,Nami,69.0,False,Fiora,JarvanIV,Ziggs,12436.0,Zeri,Rakan,55.0,True
EUW1_6323500800,Sion,Hecarim,AurelionSol,18669.0,Xayah,Thresh,44.0,False,Riven,Shaco,Leblanc,16692.0,Aphelios,Braum,59.0,True
