game,top_b_champ,jgl_b_champ,mid_b_champ,mid_b_dmgtaken,adc_b_champ,supp_b_champ,supp_b_vs,b_win,top_r_champ,jgl_r_champ,mid_r_champ,mid_r_dmgtaken,adc_r_champ,supp_r_champ,supp_r_vs,r_win
EUW1_6332977274,Riven,Vi,KogMaw,17250.0,Karthus,Alistar,103.0,False,Poppy,XinZhao,Ahri,29021.0,Caitlyn,Janna,140.0,True
EUW1_6332913774,Riven,Viego,Lux,10618.0,Xayah,Rakan,121.0,False,Yorick,Evelynn,Viktor,13392.0,Nilah,Sona,60.0,True
EUW1_6346338962,Taric,Viego,Sylas,22881.0,Jinx,Rakan,91.0,False,Sion,Rengar,Lux,14020.0,Xayah,Annie,101.0,True
EUW1_6344398175,Ornn,LeeSin,Syndra,19010.0,Caitlyn,Zoe,90.0,False,Olaf,MonkeyKing,Ahri,25163.0,Seraphine,Rakan,116.0,True
EUW1_6335720648,Annie,Khazix,Gragas,23972.0,Caitlyn,Nautilus,60.0,True,Shen,Vi,Katarina,17341.0,Samira,Senna,29.0,False
EUW1_6339504155,Nidalee,Pyke,Ornn,39378.0,Diana,Corki,0.0,True,Shaco,Syndra,Twitch,42842.0,Jhin,Zoe,0.0,False
EUW1_6339494571,Poppy,Soraka,Diana,30702.0,Pyke,Jinx,0.0,True,Pantheon,Seraphine,Azir,23377.0,Zac,Aphelios,0.0,False
EUW1_6339455432,JarvanIV,Tryndamere,Renekton,81759.0,Heimerdinger,Chogath,0.0,True,LeeSin,Ezreal,Swain,116798.0,Blitzcrank,Kaisa,0.0,False
EUW1_6339434208,Rengar,MasterYi,Evelynn,31547.0,KogMaw,Nami,0.0,False,Shen,Corki,Senna,32438.0,Lillia,Riven,0.0,True
EUW1_6339414944,Ezreal,Xerath,Milio,15923.0,Darius,Draven,0.0,True,Zyra,Jinx,Warwick,34947.0,Garen,Azir,0.0,False
EUW1_6341187059,Riven,Vi,Taliyah,13362.0,Jinx,Leona,64.0,True,Garen,Sejuani,Veigar,18685.0,Zeri,Karma,52.0,False
EUW1_6345694954,Lulu,Tristana,Ahri,15489.0,Anivia,Nidalee,0.0,True,Gragas,Draven,Annie,20695.0,Quinn,Rakan,0.0,False
EUW1_6345680425,Heimerdinger,Samira,Neeko,24302.0,Mordekaiser,Nami,0.0,False,Brand,Milio,MasterYi,26800.0,Caitlyn,Azir,0.0,True
EUW1_6344811119,Nunu,LeeSin,Viego,20617.0,KogMaw,Lux,0.0,True,TwistedFate,Viktor,Zoe,12013.0,Jhin,Maokai,0.0,False
EUW1_6344860233,Sion,Udyr,Syndra,13044.0,Zeri,Rakan,51.0,False,Swain,Rengar,Tryndamere,28462.0,Jinx,Lulu,48.0,True
EUW1_6342012467,Brand,Chogath,Ashe,18108.0,Lillia,Rakan,0.0,False,Zeri,XinZhao,Zilean,13562.0,Janna,Draven,0.0,True
EUW1_6341974455,Varus,Kalista,Lissandra,17188.0,Anivia,Twitch,0.0,False,Nunu,Yuumi,Ashe,14338.0,Malphite,Malzahar,0.0,True
EUW1_6341941360,Veigar,Akali,Lulu,20468.0,Draven,MonkeyKing,0.0,True,Zed,Katarina,Blitzcrank,26103.0,Malphite,Kaisa,0.0,False
EUW1_6341035642,Olaf,Gragas,Ziggs,15789.0,Jinx,Sona,53.0,False,Vayne,LeeSin,Cassiopeia,29253.0,Zeri,Blitzcrank,51.0,True
EUW1_6341000770,Poppy,Khazix,Vex,35779.0,Jinx,Sona,89.0,False,Kayle,Graves,Leblanc,29012.0,Ezreal,Karma,111.0,True
EUW1_6346337177,Gangplank,Lux,Galio,40825.0,Urgot,Sona,0.0,False,Shaco,Evelynn,Malphite,29153.0,Seraphine,Jhin,0.0,True
EUW1_6344197819,Trundle,LeeSin,Ziggs,23293.0,Jinx,Milio,71.0,True,Sett,Ekko,Lux,22036.0,Jhin,Senna,61.0,False
EUW1_6343873708,Olaf,FiddleSticks,Veigar,33660.0,Twitch,Senna,88.0,True,Darius,Jax,AurelionSol,31339.0,Jinx,Xerath,49.0,False
EUW1_6343776100,Shen,Diana,Gangplank,19476.0,Caitlyn,Nautilus,59.0,False,Tryndamere,Jax,Syndra,14534.0,Veigar,Leona,31.0,True
EUW1_6343691094,Warwick,JarvanIV,Qiyana,30769.0,Aphelios,Lux,72.0,False,Sion,Jax,AurelionSol,29771.0,Draven,Braum,54.0,True
EUW1_6342402926,Trundle,Belveth,Fizz,24396.0,Lucian,Milio,56.0,True,Garen,Volibear,Xerath,17985.0,Ashe,Shaco,63.0,False
EUW1_6341433651,Tryndamere,Kayn,Akali,32233.0,Ziggs,Alistar,54.0,False,Aatrox,Karthus,Pyke,25786.0,Draven,Nautilus,63.0,True
EUW1_6335479769,Jayce,Hecarim,Vex,21036.0,Varus,Pyke,37.0,False,Shen,MonkeyKing,Rumble,22059.0,Karthus,Senna,66.0,True
EUW1_6335032580,Warwick,Vladimir,Caitlyn,39032.0,Xayah,JarvanIV,0.0,False,Kayn,Jayce,Zilean,22802.0,Swain,Anivia,0.0,True
EUW1_6334875636,Lux,Jinx,Riven,31512.0,Ryze,Diana,0.0,True,Darius,Ivern,LeeSin,29865.0,Heimerdinger,Orianna,0.0,False
EUW1_6344635838,Gragas,Kindred,Seraphine,7658.0,Ashe,Pyke,29.0,False,Fiora,XinZhao,Karma,6054.0,Varus,Renata,28.0,True
EUW1_6344722396,KSante,Ekko,Viktor,14289.0,Vayne,Janna,68.0,False,Jayce,Vi,Akali,17101.0,Zeri,Rakan,72.0,True
EUW1_6344677735,Aatrox,Diana,Jayce,20524.0,Zeri,Milio,77.0,False,Jax,Vi,Gragas,25035.0,Seraphine,Nautilus,81.0,True
EUW1_6346018621,Blitzcrank,Darius,Ahri,17737.0,Nautilus,Galio,0.0,True,Skarner,Twitch,MissFortune,16316.0,Morgana,Ashe,5.0,False
EUW1_6345434102,Twitch,Velkoz,JarvanIV,36223.0,Vladimir,Pantheon,0.0,True,Kennen,Yasuo,Corki,39503.0,Sylas,Veigar,0.0,False
EUW1_6344832667,Tryndamere,Ziggs,Xerath,19842.0,Sion,Neeko,0.0,True,Braum,TahmKench,Yone,29807.0,Gangplank,Yorick,0.0,False
EUW1_6344083437,Qiyana,Nunu,Lissandra,33608.0,Thresh,Lillia,0.0,False,Viktor,Bard,Sion,119828.0,Yasuo,Kaisa,0.0,True
EUW1_6346515549,Chogath,Veigar,Syndra,32375.0,Ashe,TwistedFate,0.0,False,Yuumi,Evelynn,Fizz,37621.0,Riven,Xerath,0.0,True
EUW1_6346459509,Karma,Corki,Shaco,45957.0,Mordekaiser,Varus,0.0,False,Akali,Lucian,Zed,46624.0,Gangplank,Karthus,0.0,True
EUW1_6346412630,Yasuo,Graves,Rell,33326.0,Nautilus,Ziggs,0.0,True,Tristana,Leblanc,Gnar,38566.0,Orianna,Yuumi,0.0,False
EUW1_6346372891,Malphite,Azir,Brand,31964.0,MissFortune,MasterYi,0.0,False,Sivir,Annie,Corki,21471.0,Jax,Maokai,0.0,True
EUW1_6346361040,Kayn,Gnar,Karma,0.0,Nami,Kalista,0.0,False,Lillia,Darius,Gwen,2007.0,Diana,Varus,0.0,True
EUW1_6346331917,Graves,Kaisa,Milio,20241.0,Soraka,Belveth,0.0,False,Twitch,LeeSin,Senna,19725.0,Jinx,Lucian,0.0,True
EUW1_6346314206,Kalista,Warwick,Leona,0.0,Akshan,Ziggs,0.0,False,Vi,Akali,MissFortune,723.0,Kayn,Vayne,0.0,True
EUW1_6345870985,Riven,Karthus,Tristana,17351.0,Jinx,Thresh,59.0,False,Jayce,Maokai,Viktor,10144.0,Aphelios,Rakan,55.0,True
EUW1_6345838553,Nidalee,Belveth,Talon,30386.0,Taric,Kassadin,0.0,False,Kaisa,MonkeyKing,Cassiopeia,36292.0,Karma,Jinx,0.0,True
EUW1_6345217061,Illaoi,Evelynn,Irelia,39362.0,Zeri,Renata,82.0,False,Singed,Kayn,Ryze,22611.0,Jinx,Annie,103.0,True
EUW1_6345132238,Illaoi,Taliyah,LeeSin,34339.0,Kaisa,Rell,62.0,True,Jayce,Viego,Azir,28075.0,Jinx,Nautilus,32.0,False
EUW1_6344484598,TwistedFate,Gangplank,Viego,46104.0,Rell,Tristana,0.0,True,Malzahar,Aatrox,Malphite,38422.0,Corki,Olaf,0.0,False
EUW1_6344467590,Vex,Aatrox,Gwen,36665.0,Gragas,Karthus,0.0,False,Viktor,Talon,Ornn,51109.0,Vayne,FiddleSticks,0.0,True
EUW1_6344442991,Kalista,Veigar,Udyr,35370.0,Chogath,Kayle,0.0,False,Jhin,Viktor,Vladimir,43984.0,Xayah,Karma,0.0,True
EUW1_6344419445,Milio,Chogath,Evelynn,35793.0,Brand,Draven,0.0,False,MasterYi,Fiora,Ryze,31581.0,Karthus,Qiyana,0.0,True
EUW1_6344420477,Elise,Viktor,Thresh,15235.0,Tryndamere,Quinn,1.0,True,Singed,Nilah,Jax,21483.0,Karma,Akshan,0.0,False
EUW1_6343462805,Fizz,Blitzcrank,AurelionSol,37451.0,Sona,Zeri,0.0,True,Lux,Leblanc,Vladimir,45502.0,Azir,Lucian,0.0,False
EUW1_6343411157,Milio,Thresh,LeeSin,38881.0,Viego,Jinx,0.0,True,Yuumi,Velkoz,Rengar,29497.0,Caitlyn,Malphite,0.0,False
EUW1_6343390801,Ahri,Ryze,Pyke,16734.0,Sivir,Brand,0.0,False,MissFortune,JarvanIV,Zeri,14622.0,Viego,Jinx,0.0,True
EUW1_6343360688,Tristana,Rumble,Syndra,14863.0,Zeri,Vladimir,0.0,False,Nunu,Milio,Malphite,11146.0,Jax,Jinx,0.0,True
EUW1_6343311005,Sivir,MasterYi,Thresh,44296.0,Zilean,Volibear,0.0,False,Darius,Galio,Bard,32820.0,Gragas,Caitlyn,0.0,True
EUW1_6342743391,Xerath,MissFortune,Malzahar,8737.0,Tryndamere,Viego,0.0,True,TwistedFate,Jayce,Tristana,20369.0,Irelia,Yorick,0.0,False
EUW1_6342749638,Garen,Elise,Qiyana,0.0,Jinx,Thresh,0.0,True,Darius,Nidalee,Zeri,0.0,Varus,Milio,1.0,False
EUW1_6342413970,Annie,LeeSin,Tristana,19160.0,Xayah,Nautilus,47.0,True,Jax,Nidalee,Zeri,22050.0,Jinx,Velkoz,68.0,False
EUW1_6342256929,Gragas,LeeSin,Orianna,20123.0,Zeri,Leona,81.0,True,Irelia,Karthus,Zed,24233.0,Jinx,Kennen,111.0,False
EUW1_6342169649,Yone,Viego,Singed,20284.0,Zeri,Karma,70.0,False,Riven,Gragas,Viktor,13618.0,Jinx,Bard,59.0,True
EUW1_6342119447,Riven,Viego,Singed,6791.0,Zeri,Rakan,30.0,True,Jax,Lillia,Thresh,5332.0,Xayah,Gangplank,15.0,False
EUW1_6341194265,Camille,Evelynn,Orianna,14780.0,Zeri,Sona,75.0,True,Kayn,LeeSin,Viktor,13829.0,Caitlyn,Lux,82.0,False
EUW1_6340769852,Jax,LeeSin,Leblanc,22664.0,Vayne,Annie,60.0,False,Jayce,Rengar,Viktor,15326.0,Xayah,Pyke,87.0,True
EUW1_6340631309,Vladimir,Belveth,Xayah,15980.0,Veigar,Karma,16.0,False,Jax,Nunu,AurelionSol,16393.0,Zeri,Lulu,62.0,True
EUW1_6340364501,Evelynn,Gragas,Tristana,12655.0,Aphelios,Braum,29.0,False,Fiora,LeeSin,Zoe,10280.0,Varus,Nautilus,44.0,True
EUW1_6340302824,Yone,LeeSin,Akali,13780.0,Ezreal,Twitch,38.0,True,Renekton,MonkeyKing,Varus,15071.0,Leblanc,Thresh,25.0,False
EUW1_6340083152,Riven,Rumble,Tristana,8338.0,Jinx,Thresh,22.0,False,Zac,Graves,Viktor,7117.0,Draven,Annie,32.0,True
EUW1_6340026143,Kennen,LeeSin,Yone,5814.0,Ziggs,Pyke,17.0,True,Akshan,Rengar,Sylas,10098.0,Jinx,Lulu,20.0,False
EUW1_6339963291,Malphite,Graves,Veigar,9341.0,Caitlyn,Blitzcrank,32.0,False,Kennen,XinZhao,Jinx,9479.0,Tristana,Sona,35.0,True
EUW1_6339927971,Riven,LeeSin,Viktor,8572.0,Zeri,Zilean,31.0,False,KSante,MonkeyKing,Rumble,8105.0,Jinx,Senna,25.0,True
EUW1_6339888174,Hecarim,LeeSin,Kennen,10930.0,Jinx,Lulu,41.0,True,Ornn,MasterYi,Leblanc,11402.0,Kaisa,Rakan,31.0,False
EUW1_6339850059,Fiora,Graves,Irelia,19528.0,Orianna,Heimerdinger,58.0,True,Akali,Gragas,Renekton,24163.0,Jinx,Rakan,57.0,False
EUW1_6339809861,Graves,Ornn,Viktor,17959.0,Jinx,Nautilus,60.0,True,Riven,Gragas,Draven,18163.0,Tristana,Thresh,78.0,False
EUW1_6339730009,Riven,Rumble,Veigar,25342.0,Xayah,Milio,88.0,True,Gragas,Mordekaiser,KSante,27261.0,Jinx,Thresh,62.0,False
EUW1_6346393340,Malphite,Jayce,Poppy,19678.0,Xayah,Pantheon,17.0,False,Irelia,Zed,Talon,14347.0,Ziggs,Morgana,39.0,True
EUW1_6344836782,Gangplank,Udyr,Talon,16770.0,Ashe,Braum,36.0,False,Jax,Kayn,Ahri,10944.0,Tristana,Taric,53.0,True
EUW1_6343026571,Irelia,LeeSin,Swain,46742.0,Zeri,Zilean,83.0,True,Sett,Talon,Veigar,30960.0,Varus,Heimerdinger,121.0,False
EUW1_6342934990,Akali,MonkeyKing,Tristana,31159.0,Zeri,Rakan,125.0,False,Poppy,Gragas,Talon,25116.0,Jinx,Senna,103.0,True
EUW1_6342902601,Yasuo,Talon,Thresh,8270.0,Jinx,Zoe,12.0,True,Gnar,Nunu,Yone,21524.0,Aphelios,Nautilus,22.0,False
EUW1_6341639970,Kennen,Viego,Gragas,32994.0,Samira,Nautilus,60.0,True,Irelia,Shaco,Talon,24879.0,Jinx,Milio,62.0,False
EUW1_6340154112,Sett,Nidalee,Talon,18963.0,Varus,Blitzcrank,45.0,False,Riven,Hecarim,Orianna,7182.0,Jinx,Milio,64.0,True
EUW1_6340091200,Fiora,Gragas,Talon,30140.0,Jinx,Thresh,83.0,True,Rengar,Vi,Fizz,25521.0,Caitlyn,Karma,70.0,False
EUW1_6339991895,Olaf,Nidalee,Talon,24783.0,Xayah,Rell,86.0,True,Tryndamere,MonkeyKing,Cassiopeia,24963.0,Jinx,Rakan,68.0,False
EUW1_6339927325,Heimerdinger,LeeSin,Yasuo,25379.0,MasterYi,KogMaw,27.0,False,Azir,Milio,Yorick,25081.0,Irelia,Ezreal,32.0,True
EUW1_6339839441,Yorick,LeeSin,Irelia,33295.0,Ezreal,Bard,35.0,True,Kled,Hecarim,Leblanc,18999.0,Zeri,Lulu,70.0,False
EUW1_6339564153,Pantheon,Sona,Trundle,36691.0,Xayah,Morgana,0.0,False,KSante,Gangplank,MasterYi,25795.0,AurelionSol,Jhin,0.0,True
EUW1_6339555146,Azir,Maokai,Lillia,37439.0,Tristana,Caitlyn,0.0,False,Senna,Syndra,Yuumi,11547.0,Shaco,Ashe,6.0,True
EUW1_6339545810,Garen,Nunu,Jhin,31250.0,Jayce,Cassiopeia,0.0,True,Ivern,Nocturne,Shaco,38987.0,Nidalee,Draven,0.0,False
EUW1_6339505520,Draven,Twitch,Shaco,11133.0,KSante,Zed,2.0,False,Zed,Irelia,Tristana,8781.0,Morgana,Gragas,10.0,True
EUW1_6339456801,Irelia,Zed,Galio,22536.0,Ashe,Thresh,44.0,False,Ornn,Seraphine,Kled,45432.0,Draven,Soraka,29.0,True
EUW1_6339425468,Draven,Talon,Ahri,32203.0,Ezreal,Gragas,0.0,False,Caitlyn,Nidalee,Leblanc,32695.0,Malzahar,MonkeyKing,0.0,True
EUW1_6339384321,Tryndamere,Nami,Hecarim,47635.0,Olaf,Orianna,0.0,False,Annie,MissFortune,Jayce,25046.0,Singed,Rakan,0.0,True
EUW1_6339353860,Yasuo,Singed,Varus,23662.0,Gragas,Graves,0.0,False,Lillia,Yone,Sett,70368.0,Zilean,Lux,0.0,True
EUW1_6338459727,KSante,LeeSin,Akali,32401.0,Lucian,Nami,66.0,False,Irelia,Sejuani,Viktor,22626.0,Zeri,Sona,88.0,True
EUW1_6338422335,Singed,MonkeyKing,Talon,14746.0,Xayah,Nautilus,44.0,False,Yasuo,Gragas,Syndra,11540.0,Zeri,Rakan,44.0,True
EUW1_6338391538,Olaf,Kayn,Talon,24985.0,AurelionSol,Nami,75.0,False,Singed,Sylas,Yasuo,24031.0,Samira,Nautilus,100.0,True
EUW1_6338342876,Shen,Kayn,Cassiopeia,26710.0,Xayah,Ashe,55.0,False,Garen,Rengar,Talon,18796.0,Varus,Milio,41.0,True
EUW1_6338078919,Nilah,Leblanc,Xerath,25887.0,Xayah,Irelia,0.0,False,Trundle,Sivir,Janna,32714.0,LeeSin,Karma,0.0,True
EUW1_6338034798,Viego,Maokai,Gwen,42731.0,Senna,Karthus,24.0,True,Sylas,Thresh,Talon,60753.0,Draven,Gragas,26.0,False
EUW1_6337992465,Neeko,Malphite,Zyra,5485.0,Qiyana,Rengar,6.0,False,Rengar,Zilean,Katarina,13902.0,Draven,Fiora,12.0,True
EUW1_6337945735,Qiyana,Mordekaiser,Lux,6162.0,MasterYi,Aphelios,7.0,False,Jayce,Talon,Draven,5912.0,Thresh,FiddleSticks,22.0,True
EUW1_6336971422,Illaoi,Kindred,Talon,14270.0,Vayne,Thresh,52.0,True,Malphite,Nidalee,Renekton,19234.0,Kaisa,Blitzcrank,45.0,False
EUW1_6336920311,KSante,LeeSin,Syndra,21194.0,Kaisa,Pyke,114.0,False,Renekton,Gragas,Talon,31995.0,Jinx,Thresh,83.0,True
EUW1_6336904646,Renekton,Nidalee,Cassiopeia,10152.0,Ezreal,Annie,32.0,False,Gnar,Gragas,Talon,6791.0,Zeri,Lulu,25.0,True
EUW1_6336672166,Samira,Corki,Morgana,20806.0,Seraphine,Riven,0.0,True,MonkeyKing,Akali,Aphelios,36635.0,Kled,Amumu,0.0,False
EUW1_6336662360,Thresh,Yone,Yuumi,4476.0,Ahri,Shen,0.0,True,Fizz,MasterYi,Irelia,23579.0,Skarner,Yasuo,0.0,False
EUW1_6336648357,Garen,AurelionSol,Karma,27944.0,Fiora,Vayne,0.0,False,Zed,Qiyana,RekSai,34101.0,Nunu,Lillia,0.0,True
EUW1_6336636879,Aatrox,Kalista,Sylas,43768.0,Twitch,Corki,0.0,False,Camille,Khazix,Swain,61198.0,MasterYi,Viktor,0.0,True
EUW1_6336613989,Ziggs,Viego,Taliyah,32566.0,Poppy,Fiora,0.0,False,Hecarim,Zeri,XinZhao,47074.0,Xayah,Rakan,0.0,True
EUW1_6336322556,Volibear,Shaco,Sylas,14835.0,Zeri,Nautilus,39.0,True,Sett,Zed,Talon,15460.0,Zyra,Xerath,43.0,False
EUW1_6336246378,Sett,Viego,Vex,10087.0,Aphelios,Seraphine,22.0,False,Gragas,Talon,Qiyana,9875.0,Caitlyn,Lulu,24.0,True
EUW1_6336183615,Irelia,Viego,Vladimir,25940.0,Tristana,Brand,70.0,False,Vayne,Talon,Zoe,21073.0,Jinx,Nami,51.0,True
EUW1_6336046071,Darius,Nidalee,Gragas,41021.0,Vayne,Milio,75.0,False,Yorick,MasterYi,Xayah,24783.0,Vex,Pyke,53.0,True
EUW1_6335869376,Rumble,Khazix,Nami,4382.0,Irelia,TwistedFate,20.0,True,KSante,RekSai,MissFortune,10750.0,Caitlyn,Lux,27.0,False
EUW1_6346553193,Pantheon,Trundle,Viktor,31498.0,Ezreal,Rakan,66.0,False,Malphite,Vi,Diana,29945.0,Zeri,Senna,93.0,True
EUW1_6346495095,Malphite,Hecarim,Zoe,10588.0,Varus,Velkoz,40.0,True,Renekton,Viego,Sylas,17804.0,Jinx,Blitzcrank,11.0,False
EUW1_6346434987,Taric,Hecarim,Veigar,22776.0,Twitch,Karma,54.0,True,Gnar,Viego,Zoe,19956.0,Ezreal,Pyke,82.0,False
EUW1_6345121966,Nasus,LeeSin,Sylas,31381.0,Ezreal,Senna,59.0,True,Kennen,Hecarim,Jayce,27056.0,Varus,Nautilus,64.0,False
EUW1_6345008683,Illaoi,JarvanIV,Ahri,17205.0,Jinx,Thresh,38.0,False,Viego,Zac,Leblanc,10966.0,Ezreal,Lulu,41.0,True
EUW1_6344904784,Riven,Zac,Lulu,18818.0,Jinx,Zoe,28.0,False,Renekton,XinZhao,Galio,34949.0,Zeri,Annie,100.0,True
EUW1_6344830307,Illaoi,Belveth,Zoe,12814.0,Zeri,Blitzcrank,46.0,True,Kennen,Thresh,Kassadin,23502.0,Jinx,LeeSin,12.0,False
EUW1_6344804843,Sylas,LeeSin,Tristana,5181.0,Zeri,Morgana,4.0,False,Renekton,Zyra,Zoe,4808.0,Ezreal,Malphite,4.0,True
EUW1_6343681257,Malphite,FiddleSticks,Twitch,32415.0,Sivir,Thresh,151.0,True,Warwick,Shaco,Akali,47021.0,Caitlyn,Lux,100.0,False
EUW1_6343511827,Riven,Kindred,Leblanc,15034.0,Varus,Annie,37.0,False,Gnar,Karthus,Tristana,14413.0,Caitlyn,Lux,32.0,True
EUW1_6343448958,Fiora,Karthus,Syndra,11148.0,Zeri,Lulu,44.0,False,Singed,LeeSin,Ahri,17394.0,Ashe,Heimerdinger,56.0,True
EUW1_6343385764,Rumble,XinZhao,Orianna,18300.0,Jinx,Thresh,33.0,False,Jayce,Rengar,Akali,18189.0,Varus,Velkoz,57.0,True
EUW1_6342181434,Ornn,MonkeyKing,Zoe,10661.0,Varus,Soraka,28.0,True,Riven,Shaco,Veigar,8148.0,Jinx,Thresh,17.0,False
EUW1_6342114046,Teemo,MasterYi,Jayce,17956.0,Seraphine,Rakan,81.0,False,Ornn,Nidalee,Orianna,18519.0,Caitlyn,Zilean,71.0,True
EUW1_6340744211,Renekton,Karthus,Qiyana,15477.0,Zeri,Pyke,51.0,True,Kled,MonkeyKing,Syndra,15267.0,Ezreal,Xerath,27.0,False
EUW1_6340685580,Ornn,Gragas,Yone,26786.0,Ezreal,Xerath,48.0,True,Illaoi,MonkeyKing,Viktor,22248.0,Varus,Ashe,90.0,False
EUW1_6340599134,Camille,XinZhao,Ahri,20905.0,Kaisa,Thresh,63.0,False,Fiora,Zac,Akshan,21336.0,Caitlyn,Heimerdinger,84.0,True
EUW1_6340519432,Yone,Hecarim,Akali,15559.0,Aphelios,Annie,69.0,True,Belveth,Viego,Syndra,15203.0,Varus,Rell,51.0,False
EUW1_6340451084,Ornn,Lillia,Jayce,20839.0,Caitlyn,Thresh,59.0,True,Jax,Sejuani,Syndra,20898.0,Ezreal,Blitzcrank,68.0,False
EUW1_6340391781,Teemo,Nunu,Yone,17218.0,Zeri,Leona,26.0,False,Ornn,Vi,Katarina,23455.0,Ezreal,Rell,46.0,True
EUW1_6340330426,Gnar,Diana,Tryndamere,20670.0,Jinx,Nautilus,52.0,True,Ornn,Nidalee,Katarina,24334.0,Varus,Lulu,44.0,False
EUW1_6340293570,Darius,Belveth,Sylas,23978.0,Zeri,Lulu,38.0,False,Jax,Nidalee,Zed,10443.0,Kaisa,Annie,49.0,True
EUW1_6340233225,Gragas,Viego,Ahri,13701.0,Kaisa,Sylas,40.0,False,Vayne,Vi,Vex,6356.0,Sivir,Rakan,58.0,True
EUW1_6340169229,Gnar,Viego,TwistedFate,21073.0,Kalista,Rakan,86.0,True,Kennen,LeeSin,Malphite,21703.0,Ezreal,Leona,60.0,False
EUW1_6340111406,Renekton,Viego,Leblanc,17795.0,Ezreal,Milio,68.0,False,Riven,JarvanIV,Vex,20212.0,Ashe,Lulu,63.0,True
EUW1_6338962762,KSante,Gragas,Jayce,30534.0,Ezreal,Karma,101.0,False,Jax,Hecarim,Orianna,29880.0,Caitlyn,Lux,117.0,True
EUW1_6338908978,Kennen,Hecarim,Orianna,8440.0,Ezreal,Karma,49.0,True,Jax,Viego,Sylas,27749.0,Jinx,Lulu,45.0,False
EUW1_6337953579,Ornn,MasterYi,Ahri,23410.0,Ezreal,Bard,95.0,True,Yone,LeeSin,Syndra,23401.0,Zeri,Rakan,56.0,False
EUW1_6337872050,Sett,Gragas,Ziggs,23937.0,Jinx,Thresh,76.0,False,Ornn,Viego,Xerath,20043.0,Caitlyn,Pyke,104.0,True
EUW1_6337803453,Pantheon,Nidalee,Yone,13096.0,Sivir,Rakan,82.0,False,Darius,JarvanIV,AurelionSol,11254.0,Zeri,Leona,51.0,True
EUW1_6337793958,Riven,Kayn,Lux,508.0,Zeri,Rakan,1.0,False,Jax,LeeSin,Anivia,758.0,Sivir,Senna,0.0,True
EUW1_6337190836,Viego,Gragas,Yasuo,7582.0,Ezreal,Karma,26.0,True,Darius,LeeSin,Kennen,11484.0,Jhin,Janna,20.0,False
EUW1_6336581865,KSante,Tristana,Shaco,19835.0,Kennen,Sylas,0.0,True,Katarina,Brand,Renata,29415.0,Ezreal,Corki,0.0,False
EUW1_6336525886,Tryndamere,Gangplank,Lulu,12152.0,Jhin,Lissandra,0.0,True,Caitlyn,Viktor,Taliyah,28859.0,Aatrox,Ivern,0.0,False
EUW1_6336453705,Jayce,Udyr,Veigar,18587.0,Zeri,Rakan,114.0,False,Malphite,LeeSin,Ahri,16450.0,Ezreal,Heimerdinger,54.0,True
EUW1_6336388813,Kennen,JarvanIV,Aatrox,10544.0,Zeri,Blitzcrank,26.0,True,Camille,MonkeyKing,Viktor,8198.0,Varus,Thresh,13.0,False
EUW1_6336220285,Tryndamere,Viego,Syndra,14811.0,Varus,Nautilus,46.0,False,Malphite,Karthus,Talon,22723.0,Jinx,Thresh,47.0,True
EUW1_6336180796,Jax,Zac,Ahri,4456.0,Ezreal,Thresh,28.0,True,Illaoi,Karthus,Zoe,4532.0,Jinx,Blitzcrank,13.0,False
EUW1_6336107221,Jayce,Vi,Ahri,12231.0,Aphelios,Milio,46.0,False,Malphite,Kindred,Orianna,11428.0,Varus,Lulu,49.0,True
EUW1_6336054507,Malphite,Gragas,Pyke,9671.0,Aphelios,Morgana,39.0,True,Renekton,Evelynn,Qiyana,11401.0,Varus,Rakan,54.0,False
EUW1_6344236027,Yone,Karthus,Gwen,9656.0,Zeri,Nautilus,21.0,False,Irelia,MasterYi,AurelionSol,6209.0,Yasuo,Alistar,15.0,True
EUW1_6344179431,Poppy,Nidalee,Zed,41591.0,Jinx,Milio,131.0,True,Kennen,MonkeyKing,Yone,42118.0,Zeri,Rakan,119.0,False
EUW1_6338196998,Gragas,LeeSin,Jayce,17245.0,Zeri,Annie,47.0,True,Sejuani,FiddleSticks,Talon,22774.0,Kalista,Nautilus,88.0,False
EUW1_6338123459,Kennen,JarvanIV,Yone,29590.0,Zeri,Rakan,106.0,True,DrMundo,MonkeyKing,Veigar,28260.0,Twitch,Lulu,62.0,False
EUW1_6336668598,Jax,Belveth,Viktor,22737.0,Xayah,Annie,81.0,False,Olaf,Kayn,Akali,41358.0,Jinx,Thresh,75.0,True
EUW1_6336641896,Yasuo,FiddleSticks,Olaf,19226.0,Ezreal,Karma,42.0,False,Camille,Graves,Syndra,12371.0,Karthus,Nautilus,46.0,True
EUW1_6336558103,Kennen,JarvanIV,Zoe,16881.0,Jinx,Rakan,76.0,True,Sett,LeeSin,Leblanc,24782.0,Xayah,Blitzcrank,55.0,False
EUW1_6335809049,Qiyana,KogMaw,JarvanIV,46569.0,Braum,Chogath,0.0,True,Cassiopeia,Blitzcrank,Leblanc,27294.0,XinZhao,Thresh,0.0,False
EUW1_6335302028,Jax,FiddleSticks,Kled,45836.0,Jinx,Nautilus,55.0,False,Jayce,Gragas,Renekton,29816.0,Twitch,Blitzcrank,51.0,True
EUW1_6335292296,Fiora,FiddleSticks,Lulu,2445.0,Twitch,Katarina,3.0,True,Jax,Gragas,Zed,2188.0,Jinx,Blitzcrank,1.0,False
